jd01,0,"[1, 1, 2, 2, 0, 0]"
jd01,0,"[3, 1, 0, 0, 0, 0]"
jd02,1,"[50, 35, 36, 35, 39, 30]"
jd02,1,"[40, 39, 39, 42, 37, 37]"
dt01,0,"[6, 2, 4, 3, 3, 4]"
dt01,0,"[2, 9, 1, 6, 2, 1]"
dt02,1,"[11, 42, 52, 51, 52, 38]"
dt02,1,"[96, 108, 104, 71, 62, 46]"
